instrument,filename,grb_name,grb_time_utc,ra,dec,lag_ms,lag_error,lag_significance,lag_type,lag_class,t90_s,duration_class,lag_observed_ms,lag_model_ms,torus_radius_units,n_diffusive_windings,transport_product_ms
Swift/BAT,sw00158261000bevshsp_uf.evt.gz,,2005-10-04T11:01:44,244.443493711151,-15.3465557326457,83464.31771118465,31.102241937728145,2683.5466677384247,positive,significant_positive,,unknown,83464.31771118465,83464.31771118462,18.697981615077854,2.975876199881021,83464.31771118465
Swift/BAT,sw00158262000bevshsp_uf.evt.gz,,2005-10-04T11:16:48,239.578782669113,-10.8689914897555,83196.33217694786,22.03617826844751,3775.44287232748,positive,significant_positive,,unknown,83196.33217694786,83196.33217694786,18.667939931790922,2.971094917487105,83196.33217694786
Swift/BAT,sw00160640000bevshsp_uf.evt.gz,,2005-10-21T14:45:03.615999,248.554746508044,-23.8229871544646,309.36465814784606,132.18612186438136,2.340371695488911,positive,significant_positive,,unknown,309.36465814784606,309.3646581478461,1.1383600703454018,0.1811756322139084,309.36465814784606
Swift/BAT,sw00173321000bevshsp_uf.evt.gz,,2005-12-18T19:06:48,246.657378485672,-51.93739381185,-4346.668402247386,23.28408404535663,186.6798107144872,negative,significant_negative,,unknown,4346.668402247386,4346.668402247386,4.26699918289052,0.6791140121261046,4346.668402247386
Swift/BAT,sw00201721000bevshsp_uf.evt.gz,,2006-03-15T18:50:24,255.200967013278,-46.1725011399409,50.04089340472086,24.29623774777164,2.0596149051640897,positive,significant_positive,,unknown,50.04089340472086,50.04089340472087,0.457832725056275,0.07286634130193881,50.04089340472086
Swift/BAT,sw00202505000bevshsp_uf.evt.gz,GRB060323,2006-03-23T14:32:36.031580,174.408567159494,49.9749559287599,1005.4123064060988,110.95384109947648,9.061536729536828,positive,significant_positive,23.872,long,1005.4123064060988,1005.4123064060987,2.0521844997089222,0.32661530726524324,1005.4123064060988
Swift/BAT,sw00207399000bevshsp_uf.evt.gz,GRB060428B,2006-04-28T08:54:38.839960,235.3569,62.02388,10559.131034445836,22.767830290676823,463.7741453461942,positive,significant_positive,96.0,long,10559.131034445836,10559.131034445836,6.650562731689907,1.058469933091187,10559.131034445836
Swift/BAT,sw00209755000bevshsp_uf.evt.gz,GRB060512,2006-05-12T23:13:20.730480,195.7746,41.19186,-18241.032494560342,23.72128995794421,768.9730418075961,negative,significant_negative,8.4,long,18241.032494560342,18241.03249456034,8.741158861295487,1.3911986411266999,18241.032494560342
Swift/BAT,sw00211117000bevshsp_uf.evt.gz,GRB060522,2006-05-22T02:11:18.792140,322.950749367837,2.87593922853813,135169.6562669693,40.34779496512768,3350.11259930798,positive,significant_positive,69.124,long,135169.6562669693,135169.6562669693,23.794901389907555,3.7870761765879983,135169.6562669693
Swift/BAT,sw00219136000bevshsp_uf.evt.gz,,2006-07-14T17:26:14.4,278.7532,-42.72778,-15876.62499559249,22.21752493437619,714.5991753126062,negative,significant_negative,,unknown,15876.62499559249,15876.62499559249,8.15498934803747,1.2979068656019161,15876.62499559249
Swift/BAT,sw00221627000bevshsp_uf.evt.gz,GRB060728,2006-07-28T22:24:30.654180,16.6935998159746,-41.3863114891152,13241.386116574644,21.25400256665537,623.0067054451463,positive,significant_positive,,unknown,13241.386116574644,13241.386116574644,7.447508876322496,1.1853078513874924,13241.386116574644
Swift/BAT,sw00223918000bevshsp_uf.evt.gz,,2006-08-11T02:59:56.863999,192.4162,-59.08781,-58228.60418387269,30.65001262015088,1899.7905451298325,negative,significant_negative,,unknown,58228.60418387269,58228.60418387268,15.617535235874762,2.4856079317013178,58228.60418387269
Swift/BAT,sw00231702000bevshsp_uf.evt.gz,GRB060929,2006-09-29T19:55:01.052660,263.164465019978,29.8148078195528,50683.18270393332,36.896650940192536,1373.6526598603218,positive,significant_positive,552.96,long,50683.18270393332,50683.18270393331,14.570560018668976,2.3189766505883065,50683.18270393332
Swift/BAT,sw00250908000bevshsp_uf.evt.gz,,2006-12-14T12:16:55.039999,7.7766114981453,-29.6401990420507,-4556.291992247452,20.222468537891867,225.30839811717823,negative,significant_negative,,unknown,4556.291992247452,4556.291992247452,4.3686784348670935,0.6952967676880627,4556.291992247452
Swift/BAT,sw00257741000bevshsp_uf.evt.gz,GRB070126,2007-01-26T02:33:26.277220,33.127,-73.5477,-17217.83721466103,22.0940296954353,779.2981838083749,negative,significant_negative,,unknown,17217.83721466103,17217.837214661027,8.492461826371592,1.3516172786862644,17217.83721466103
Swift/BAT,sw00276205000bevshsp_uf.evt.gz,GRB070419A,2007-04-19T09:59:26.099880,182.746,39.92489,2750.8604149626403,18.27067317720613,150.56152492479146,positive,significant_positive,160.0,long,2750.8604149626403,2750.86041496264,3.394521639484735,0.5402548983564003,2750.8604149626403
Swift/BAT,sw00285653000bevshsp_uf.evt.gz,GRB070721A,2007-07-21T10:00:56.330340,3.163347,-28.54926,1426.793423585967,33.24290136013933,42.92024357707829,positive,significant_positive,3.348,long,1426.793423585967,1426.793423585967,2.4446959559361443,0.3890854457440037,1426.793423585967
Swift/BAT,sw00287221000bevshsp_uf.evt.gz,,2007-08-07T21:01:04,255.635308504856,-37.8081933884638,105597.59126187034,25.76355015024665,4098.7205042026935,positive,significant_positive,,unknown,105597.59126187034,105597.59126187036,21.031551438891984,3.3472753723911235,105597.59126187034
Swift/BAT,sw00287421000bevshsp_uf.evt.gz,,2007-08-10T19:54:08,244.46,-15.4130833,97847.45395975043,36.50477903087503,2680.401212043853,positive,significant_positive,,unknown,97847.45395975043,97847.45395975042,20.245060056959325,3.2221013812573647,97847.45395975043
Swift/BAT,sw00292004000bevshsp_uf.evt.gz,GRB070923,2007-09-23T19:15:23.687760,184.626373075231,-38.2677479658261,209925.06494321732,103.27968332116396,2032.5881934632127,positive,significant_positive,0.03999999,short,209925.06494321732,209925.0649432173,29.653533613606584,4.719506454747162,209925.06494321732
Swift/BAT,sw00292421000bevshsp_uf.evt.gz,,2007-09-27T15:09:46.495999,272.596794303661,-26.1768473691333,-139968.07714198396,76.0507639122056,1840.4559000033937,negative,significant_negative,,unknown,139968.07714198396,139968.07714198393,24.213568727371193,3.853709152856459,139968.07714198396
Swift/BAT,sw00292886000bevshsp_uf.evt.gz,,2007-10-02T15:11:44,188.133865750616,-61.1386757374294,-192.41618689499225,17.43173203937448,11.038271266467728,negative,significant_negative,,unknown,192.41618689499225,192.41618689499228,0.8977700367622496,0.14288453911050464,192.41618689499225
Swift/BAT,sw00296491000bevshsp_uf.evt.gz,,2007-11-12T14:51:41.631999,297.6216667,-50.4922778,-3517.822131678889,84.4748267080433,41.64343708969028,negative,significant_negative,,unknown,3517.822131678889,3517.822131678889,3.8386741053855187,0.6109439587909645,3517.822131678889
